DatabaseName,ParentSchema,ParentTable,ColumnName,ColumnOrder,DataType,ColumnSize,ConstraintType,ChildSchema,ChildTable,ChildColumn
,main,immutable_audit_logs,new_values,9,text,NULL,NULL,NULL,NULL,NULL
,main,immutable_audit_logs,metadata,10,text,NULL,NULL,NULL,NULL,NULL
,main,immutable_audit_logs,ip_address,11,varchar,NULL,NULL,NULL,NULL,NULL
,main,immutable_audit_logs,user_agent,12,text,NULL,NULL,NULL,NULL,NULL
,main,immutable_audit_logs,session_id,13,varchar,NULL,NULL,NULL,NULL,NULL
,main,immutable_audit_logs,hash_signature,14,varchar,NULL,NULL,NULL,NULL,NULL
,main,immutable_audit_logs,previous_hash,15,varchar,NULL,NULL,NULL,NULL,NULL
,main,immutable_audit_logs,logged_at,16,datetime,NULL,NULL,NULL,NULL,NULL
,main,immutable_audit_logs,created_at,17,datetime,NULL,NULL,NULL,NULL,NULL
,main,immutable_audit_logs,updated_at,18,datetime,NULL,NULL,NULL,NULL,NULL
,main,insurance_claims,id,1,integer,NULL,NULL,NULL,NULL,NULL
,main,insurance_claims,id,1,integer,NULL,PRIMARY KEY,NULL,NULL,NULL
,main,insurance_claims,escrow_account_id,2,integer,NULL,NULL,NULL,NULL,NULL
,main,insurance_claims,escrow_account_id,2,integer,NULL,FOREIGN KEY,main,escrow_accounts,id
,main,insurance_claims,claimant_id,3,integer,NULL,NULL,NULL,NULL,NULL
,main,insurance_claims,claimant_id,3,integer,NULL,FOREIGN KEY,main,users,id
,main,insurance_claims,claim_type,4,varchar,NULL,NULL,NULL,NULL,NULL
,main,insurance_claims,claim_amount,5,numeric,NULL,NULL,NULL,NULL,NULL
,main,insurance_claims,description,6,text,NULL,NULL,NULL,NULL,NULL
,main,insurance_claims,evidence,7,text,NULL,NULL,NULL,NULL,NULL
,main,insurance_claims,status,8,varchar,NULL,NULL,NULL,NULL,NULL
,main,insurance_claims,approved_amount,9,numeric,NULL,NULL,NULL,NULL,NULL
,main,insurance_claims,review_notes,10,text,NULL,NULL,NULL,NULL,NULL
,main,insurance_claims,reviewed_at,11,datetime,NULL,NULL,NULL,NULL,NULL
,main,insurance_claims,paid_at,12,datetime,NULL,NULL,NULL,NULL,NULL
,main,insurance_claims,created_at,13,datetime,NULL,NULL,NULL,NULL,NULL
,main,insurance_claims,updated_at,14,datetime,NULL,NULL,NULL,NULL,NULL
,main,job_batches,id,1,varchar,NULL,NULL,NULL,NULL,NULL
,main,job_batches,id,1,varchar,NULL,PRIMARY KEY,NULL,NULL,NULL
,main,job_batches,id,1,varchar,NULL,UNIQUE,NULL,NULL,NULL
,main,job_batches,name,2,varchar,NULL,NULL,NULL,NULL,NULL
,main,job_batches,total_jobs,3,integer,NULL,NULL,NULL,NULL,NULL
,main,job_batches,pending_jobs,4,integer,NULL,NULL,NULL,NULL,NULL
,main,job_batches,failed_jobs,5,integer,NULL,NULL,NULL,NULL,NULL
,main,job_batches,failed_job_ids,6,text,NULL,NULL,NULL,NULL,NULL
,main,job_batches,options,7,text,NULL,NULL,NULL,NULL,NULL
,main,job_batches,cancelled_at,8,integer,NULL,NULL,NULL,NULL,NULL
,main,job_batches,created_at,9,integer,NULL,NULL,NULL,NULL,NULL
,main,job_batches,finished_at,10,integer,NULL,NULL,NULL,NULL,NULL
,main,job_templates,id,1,integer,NULL,NULL,NULL,NULL,NULL
,main,job_templates,id,1,integer,NULL,PRIMARY KEY,NULL,NULL,NULL
,main,job_templates,employer_id,2,integer,NULL,NULL,NULL,NULL,NULL
,main,job_templates,employer_id,2,integer,NULL,FOREIGN KEY,main,users,id
,main,job_templates,template_name,3,varchar,NULL,NULL,NULL,NULL,NULL
,main,job_templates,description,4,text,NULL,NULL,NULL,NULL,NULL
,main,job_templates,is_favorite,5,tinyint,1,NULL,NULL,NULL,NULL
,main,job_templates,title_template,6,varchar,NULL,NULL,NULL,NULL,NULL
,main,job_templates,description_template,7,text,NULL,NULL,NULL,NULL,NULL
,main,job_templates,project_category,8,varchar,NULL,NULL,NULL,NULL,NULL
,main,job_templates,skills_requirements,9,text,NULL,NULL,NULL,NULL,NULL
,main,job_templates,nice_to_have_skills,10,text,NULL,NULL,NULL,NULL,NULL
,main,job_templates,budget_type,11,varchar,NULL,NULL,NULL,NULL,NULL
,main,job_templates,typical_budget_min,12,numeric,NULL,NULL,NULL,NULL,NULL
,main,job_templates,typical_budget_max,13,numeric,NULL,NULL,NULL,NULL,NULL
,main,job_templates,typical_duration,14,varchar,NULL,NULL,NULL,NULL,NULL
,main,job_templates,estimated_duration_days,15,integer,NULL,NULL,NULL,NULL,NULL
,main,job_templates,experience_level,16,varchar,NULL,NULL,NULL,NULL,NULL
,main,job_templates,job_complexity,17,varchar,NULL,NULL,NULL,NULL,NULL
,main,job_templates,location,18,varchar,NULL,NULL,NULL,NULL,NULL
,main,job_templates,is_remote,19,tinyint,1,NULL,NULL,NULL,NULL
,main,job_templates,times_used,20,integer,NULL,NULL,NULL,NULL,NULL
,main,job_templates,last_used_at,21,datetime,NULL,NULL,NULL,NULL,NULL
,main,job_templates,created_at,22,datetime,NULL,NULL,NULL,NULL,NULL
,main,job_templates,updated_at,23,datetime,NULL,NULL,NULL,NULL,NULL
,main,jobs,id,1,integer,NULL,NULL,NULL,NULL,NULL
,main,jobs,id,1,integer,NULL,PRIMARY KEY,NULL,NULL,NULL
,main,jobs,queue,2,varchar,NULL,NULL,NULL,NULL,NULL
,main,jobs,payload,3,text,NULL,NULL,NULL,NULL,NULL
,main,jobs,attempts,4,integer,NULL,NULL,NULL,NULL,NULL
,main,jobs,reserved_at,5,integer,NULL,NULL,NULL,NULL,NULL
,main,jobs,available_at,6,integer,NULL,NULL,NULL,NULL,NULL
,main,jobs,created_at,7,integer,NULL,NULL,NULL,NULL,NULL
,main,messages,id,1,integer,NULL,NULL,NULL,NULL,NULL
,main,messages,id,1,integer,NULL,PRIMARY KEY,NULL,NULL,NULL
,main,messages,sender_id,2,integer,NULL,NULL,NULL,NULL,NULL
,main,messages,sender_id,2,integer,NULL,FOREIGN KEY,main,users,id
,main,messages,receiver_id,3,integer,NULL,NULL,NULL,NULL,NULL
,main,messages,receiver_id,3,integer,NULL,FOREIGN KEY,main,users,id
,main,messages,project_id,4,integer,NULL,NULL,NULL,NULL,NULL
,main,messages,project_id,4,integer,NULL,FOREIGN KEY,main,projects,id
,main,messages,message,5,text,NULL,NULL,NULL,NULL,NULL
,main,messages,attachment_path,6,varchar,NULL,NULL,NULL,NULL,NULL
,main,messages,attachment_name,7,varchar,NULL,NULL,NULL,NULL,NULL
,main,messages,type,8,varchar,NULL,NULL,NULL,NULL,NULL
,main,messages,is_read,9,tinyint,1,NULL,NULL,NULL,NULL
,main,messages,read_at,10,datetime,NULL,NULL,NULL,NULL,NULL
,main,messages,created_at,11,datetime,NULL,NULL,NULL,NULL,NULL
,main,messages,updated_at,12,datetime,NULL,NULL,NULL,NULL,NULL
,main,messages,reply_to_id,13,integer,NULL,NULL,NULL,NULL,NULL
,main,messages,reply_to_id,13,integer,NULL,FOREIGN KEY,main,messages,id
,main,migrations,id,1,integer,NULL,NULL,NULL,NULL,NULL
,main,migrations,id,1,integer,NULL,PRIMARY KEY,NULL,NULL,NULL
,main,migrations,migration,2,varchar,NULL,NULL,NULL,NULL,NULL
,main,migrations,batch,3,integer,NULL,NULL,NULL,NULL,NULL
,main,notification_preferences,id,1,integer,NULL,NULL,NULL,NULL,NULL
,main,notification_preferences,id,1,integer,NULL,PRIMARY KEY,NULL,NULL,NULL
,main,notification_preferences,user_id,2,integer,NULL,NULL,NULL,NULL,NULL
,main,notification_preferences,user_id,2,integer,NULL,UNIQUE,NULL,NULL,NULL
,main,notification_preferences,user_id,2,integer,NULL,FOREIGN KEY,main,users,id
,main,notification_preferences,notification_type,3,varchar,NULL,NULL,NULL,NULL,NULL
,main,notification_preferences,notification_type,3,varchar,NULL,UNIQUE,NULL,NULL,NULL
,main,notification_preferences,is_enabled,4,tinyint,1,NULL,NULL,NULL,NULL
,main,notification_preferences,email_enabled,5,tinyint,1,NULL,NULL,NULL,NULL
,main,notification_preferences,push_enabled,6,tinyint,1,NULL,NULL,NULL,NULL
,main,notification_preferences,created_at,7,datetime,NULL,NULL,NULL,NULL,NULL
,main,notification_preferences,updated_at,8,datetime,NULL,NULL,NULL,NULL,NULL
,main,notifications,id,1,integer,NULL,NULL,NULL,NULL,NULL
,main,notifications,id,1,integer,NULL,PRIMARY KEY,NULL,NULL,NULL
,main,notifications,created_at,2,datetime,NULL,NULL,NULL,NULL,NULL
,main,notifications,updated_at,3,datetime,NULL,NULL,NULL,NULL,NULL
,main,notifications,user_id,4,integer,NULL,NULL,NULL,NULL,NULL
,main,notifications,user_id,4,integer,NULL,FOREIGN KEY,main,users,id
,main,notifications,type,5,varchar,NULL,NULL,NULL,NULL,NULL
,main,notifications,title,6,varchar,NULL,NULL,NULL,NULL,NULL
,main,notifications,message,7,text,NULL,NULL,NULL,NULL,NULL
,main,notifications,data,8,text,NULL,NULL,NULL,NULL,NULL
,main,notifications,is_read,9,tinyint,1,NULL,NULL,NULL,NULL
,main,notifications,read_at,10,datetime,NULL,NULL,NULL,NULL,NULL
,main,notifications,action_url,11,varchar,NULL,NULL,NULL,NULL,NULL
,main,notifications,icon,12,varchar,NULL,NULL,NULL,NULL,NULL
,main,password_reset_tokens,email,1,varchar,NULL,NULL,NULL,NULL,NULL
,main,password_reset_tokens,email,1,varchar,NULL,PRIMARY KEY,NULL,NULL,NULL
,main,password_reset_tokens,email,1,varchar,NULL,UNIQUE,NULL,NULL,NULL
,main,password_reset_tokens,token,2,varchar,NULL,NULL,NULL,NULL,NULL
,main,password_reset_tokens,created_at,3,datetime,NULL,NULL,NULL,NULL,NULL
,main,portfolio_items,id,1,integer,NULL,NULL,NULL,NULL,NULL
,main,portfolio_items,id,1,integer,NULL,PRIMARY KEY,NULL,NULL,NULL
,main,portfolio_items,user_id,2,integer,NULL,NULL,NULL,NULL,NULL
,main,portfolio_items,user_id,2,integer,NULL,FOREIGN KEY,main,users,id
,main,portfolio_items,title,3,varchar,NULL,NULL,NULL,NULL,NULL
,main,portfolio_items,description,4,text,NULL,NULL,NULL,NULL,NULL
,main,portfolio_items,project_url,5,varchar,NULL,NULL,NULL,NULL,NULL
,main,portfolio_items,images,6,text,NULL,NULL,NULL,NULL,NULL
,main,portfolio_items,tags,7,text,NULL,NULL,NULL,NULL,NULL
,main,portfolio_items,completion_date,8,date,NULL,NULL,NULL,NULL,NULL
,main,portfolio_items,project_type,9,varchar,NULL,NULL,NULL,NULL,NULL
,main,portfolio_items,display_order,10,integer,NULL,NULL,NULL,NULL,NULL
,main,portfolio_items,created_at,11,datetime,NULL,NULL,NULL,NULL,NULL
,main,portfolio_items,updated_at,12,datetime,NULL,NULL,NULL,NULL,NULL
,main,portfolio_items,document_file,13,varchar,NULL,NULL,NULL,NULL,NULL
,main,projects,id,1,integer,NULL,NULL,NULL,NULL,NULL
,main,projects,id,1,integer,NULL,PRIMARY KEY,NULL,NULL,NULL
,main,projects,job_id,2,integer,NULL,NULL,NULL,NULL,NULL
,main,projects,job_id,2,integer,NULL,FOREIGN KEY,main,gig_jobs,id
,main,projects,employer_id,3,integer,NULL,NULL,NULL,NULL,NULL
,main,projects,employer_id,3,integer,NULL,FOREIGN KEY,main,users,id
,main,projects,gig_worker_id,4,integer,NULL,NULL,NULL,NULL,NULL
,main,projects,gig_worker_id,4,integer,NULL,FOREIGN KEY,main,users,id
,main,projects,bid_id,5,integer,NULL,NULL,NULL,NULL,NULL
,main,projects,bid_id,5,integer,NULL,FOREIGN KEY,main,bids,id
,main,projects,agreed_amount,6,numeric,NULL,NULL,NULL,NULL,NULL
,main,projects,platform_fee,7,numeric,NULL,NULL,NULL,NULL,NULL
,main,projects,net_amount,8,numeric,NULL,NULL,NULL,NULL,NULL
,main,projects,status,9,varchar,NULL,NULL,NULL,NULL,NULL
,main,projects,started_at,10,datetime,NULL,NULL,NULL,NULL,NULL
,main,projects,completed_at,11,datetime,NULL,NULL,NULL,NULL,NULL
,main,projects,completion_notes,12,text,NULL,NULL,NULL,NULL,NULL
,main,projects,employer_approved,13,tinyint,1,NULL,NULL,NULL,NULL
,main,projects,approved_at,14,datetime,NULL,NULL,NULL,NULL,NULL
,main,projects,payment_released,15,tinyint,1,NULL,NULL,NULL,NULL
,main,projects,payment_released_at,16,datetime,NULL,NULL,NULL,NULL,NULL
,main,projects,created_at,17,datetime,NULL,NULL,NULL,NULL,NULL
,main,projects,updated_at,18,datetime,NULL,NULL,NULL,NULL,NULL
,main,projects,contract_id,19,integer,NULL,NULL,NULL,NULL,NULL
,main,projects,contract_id,19,integer,NULL,FOREIGN KEY,main,contracts,id
,main,projects,contract_signed,20,tinyint,1,NULL,NULL,NULL,NULL
,main,projects,contract_signed_at,21,datetime,NULL,NULL,NULL,NULL,NULL
,main,projects,agreed_duration_days,22,integer,NULL,NULL,NULL,NULL,NULL
,main,projects,deadline,23,datetime,NULL,NULL,NULL,NULL,NULL
,main,projects,admin_review_requested_at,24,datetime,NULL,NULL,NULL,NULL,NULL
,main,projects,admin_review_request_notes,25,text,NULL,NULL,NULL,NULL,NULL
,main,reports,id,1,integer,NULL,NULL,NULL,NULL,NULL
,main,reports,id,1,integer,NULL,PRIMARY KEY,NULL,NULL,NULL
,main,reports,reporter_id,2,integer,NULL,NULL,NULL,NULL,NULL
,main,reports,reporter_id,2,integer,NULL,FOREIGN KEY,main,users,id
,main,reports,reported_user_id,3,integer,NULL,NULL,NULL,NULL,NULL
,main,reports,reported_user_id,3,integer,NULL,FOREIGN KEY,main,users,id
,main,reports,project_id,4,integer,NULL,NULL,NULL,NULL,NULL
,main,reports,project_id,4,integer,NULL,FOREIGN KEY,main,projects,id
,main,reports,type,5,varchar,NULL,NULL,NULL,NULL,NULL
,main,reports,description,6,text,NULL,NULL,NULL,NULL,NULL
,main,reports,evidence,7,text,NULL,NULL,NULL,NULL,NULL
,main,reports,status,8,varchar,NULL,NULL,NULL,NULL,NULL
,main,reports,admin_notes,9,text,NULL,NULL,NULL,NULL,NULL
,main,reports,resolved_at,10,datetime,NULL,NULL,NULL,NULL,NULL
,main,reports,created_at,11,datetime,NULL,NULL,NULL,NULL,NULL
,main,reports,updated_at,12,datetime,NULL,NULL,NULL,NULL,NULL
,main,resume_screenings,id,1,integer,NULL,NULL,NULL,NULL,NULL
,main,resume_screenings,id,1,integer,NULL,PRIMARY KEY,NULL,NULL,NULL
,main,resume_screenings,gig_worker_id,2,integer,NULL,NULL,NULL,NULL,NULL
,main,resume_screenings,gig_worker_id,2,integer,NULL,UNIQUE,NULL,NULL,NULL
,main,resume_screenings,gig_worker_id,2,integer,NULL,FOREIGN KEY,main,users,id
,main,resume_screenings,resume_hash,3,varchar,NULL,NULL,NULL,NULL,NULL
,main,resume_screenings,resume_hash,3,varchar,NULL,UNIQUE,NULL,NULL,NULL
,main,resume_screenings,resume_path,4,varchar,NULL,NULL,NULL,NULL,NULL
,main,resume_screenings,status,5,varchar,NULL,NULL,NULL,NULL,NULL
,main,resume_screenings,screening_result,6,text,NULL,NULL,NULL,NULL,NULL
,main,resume_screenings,extracted_skills,7,text,NULL,NULL,NULL,NULL,NULL
,main,resume_screenings,experience_summary,8,text,NULL,NULL,NULL,NULL,NULL
,main,resume_screenings,strengths,9,text,NULL,NULL,NULL,NULL,NULL
,main,resume_screenings,gaps,10,text,NULL,NULL,NULL,NULL,NULL
,main,resume_screenings,confidence,11,numeric,NULL,NULL,NULL,NULL,NULL
,main,resume_screenings,error_message,12,text,NULL,NULL,NULL,NULL,NULL
,main,resume_screenings,screened_at,13,datetime,NULL,NULL,NULL,NULL,NULL
,main,resume_screenings,created_at,14,datetime,NULL,NULL,NULL,NULL,NULL
,main,resume_screenings,updated_at,15,datetime,NULL,NULL,NULL,NULL,NULL
,main,reviews,id,1,integer,NULL,NULL,NULL,NULL,NULL
,main,reviews,id,1,integer,NULL,PRIMARY KEY,NULL,NULL,NULL
,main,reviews,project_id,2,integer,NULL,NULL,NULL,NULL,NULL
,main,reviews,project_id,2,integer,NULL,UNIQUE,NULL,NULL,NULL
,main,reviews,project_id,2,integer,NULL,FOREIGN KEY,main,projects,id
,main,reviews,reviewer_id,3,integer,NULL,NULL,NULL,NULL,NULL
,main,reviews,reviewer_id,3,integer,NULL,UNIQUE,NULL,NULL,NULL
,main,reviews,reviewer_id,3,integer,NULL,FOREIGN KEY,main,users,id
,main,reviews,reviewee_id,4,integer,NULL,NULL,NULL,NULL,NULL
,main,reviews,reviewee_id,4,integer,NULL,FOREIGN KEY,main,users,id
,main,reviews,rating,5,integer,NULL,NULL,NULL,NULL,NULL
,main,reviews,comment,6,text,NULL,NULL,NULL,NULL,NULL
,main,reviews,criteria_ratings,7,text,NULL,NULL,NULL,NULL,NULL
,main,reviews,is_public,8,tinyint,1,NULL,NULL,NULL,NULL
,main,reviews,created_at,9,datetime,NULL,NULL,NULL,NULL,NULL
,main,reviews,updated_at,10,datetime,NULL,NULL,NULL,NULL,NULL
,main,security_alerts,id,1,integer,NULL,NULL,NULL,NULL,NULL
,main,security_alerts,id,1,integer,NULL,PRIMARY KEY,NULL,NULL,NULL
,main,security_alerts,user_id,2,integer,NULL,NULL,NULL,NULL,NULL
,main,security_alerts,user_id,2,integer,NULL,FOREIGN KEY,main,users,id
,main,security_alerts,alert_type,3,varchar,NULL,NULL,NULL,NULL,NULL
,main,security_alerts,risk_score,4,numeric,NULL,NULL,NULL,NULL,NULL
,main,security_alerts,alert_data,5,text,NULL,NULL,NULL,NULL,NULL
,main,security_alerts,status,6,varchar,NULL,NULL,NULL,NULL,NULL
,main,security_alerts,severity,7,varchar,NULL,NULL,NULL,NULL,NULL
,main,security_alerts,description,8,text,NULL,NULL,NULL,NULL,NULL
,main,security_alerts,recommended_actions,9,text,NULL,NULL,NULL,NULL,NULL
,main,security_alerts,resolved_at,10,datetime,NULL,NULL,NULL,NULL,NULL
,main,security_alerts,created_at,11,datetime,NULL,NULL,NULL,NULL,NULL
,main,security_alerts,updated_at,12,datetime,NULL,NULL,NULL,NULL,NULL
,main,sessions,id,1,varchar,NULL,NULL,NULL,NULL,NULL
,main,sessions,id,1,varchar,NULL,PRIMARY KEY,NULL,NULL,NULL
,main,sessions,id,1,varchar,NULL,UNIQUE,NULL,NULL,NULL
,main,sessions,user_id,2,integer,NULL,NULL,NULL,NULL,NULL
,main,sessions,ip_address,3,varchar,NULL,NULL,NULL,NULL,NULL
,main,sessions,user_agent,4,text,NULL,NULL,NULL,NULL,NULL
,main,sessions,payload,5,text,NULL,NULL,NULL,NULL,NULL
,main,sessions,last_activity,6,integer,NULL,NULL,NULL,NULL,NULL
,main,skill_recommendation_stats,id,1,integer,NULL,NULL,NULL,NULL,NULL
,main,skill_recommendation_stats,id,1,integer,NULL,PRIMARY KEY,NULL,NULL,NULL
,main,skill_recommendation_stats,type,2,varchar,NULL,NULL,NULL,NULL,NULL
,main,skill_recommendation_stats,type,2,varchar,NULL,UNIQUE,NULL,NULL,NULL
,main,skill_recommendation_stats,value,3,varchar,NULL,NULL,NULL,NULL,NULL
,main,skill_recommendation_stats,value,3,varchar,NULL,UNIQUE,NULL,NULL,NULL
,main,skill_recommendation_stats,accepted_count,4,integer,NULL,NULL,NULL,NULL,NULL
,main,skill_recommendation_stats,context,5,text,NULL,NULL,NULL,NULL,NULL
,main,skill_recommendation_stats,last_accepted_at,6,datetime,NULL,NULL,NULL,NULL,NULL
,main,skill_recommendation_stats,created_at,7,datetime,NULL,NULL,NULL,NULL,NULL
,main,skill_recommendation_stats,updated_at,8,datetime,NULL,NULL,NULL,NULL,NULL
,main,skill_user,id,1,integer,NULL,NULL,NULL,NULL,NULL
,main,skill_user,id,1,integer,NULL,PRIMARY KEY,NULL,NULL,NULL
,main,skill_user,user_id,2,integer,NULL,NULL,NULL,NULL,NULL
,main,skill_user,user_id,2,integer,NULL,UNIQUE,NULL,NULL,NULL
,main,skill_user,user_id,2,integer,NULL,FOREIGN KEY,main,users,id
,main,skill_user,skill_id,3,integer,NULL,NULL,NULL,NULL,NULL
,main,skill_user,skill_id,3,integer,NULL,UNIQUE,NULL,NULL,NULL
,main,skill_user,skill_id,3,integer,NULL,FOREIGN KEY,main,skills,id
,main,skill_user,created_at,4,datetime,NULL,NULL,NULL,NULL,NULL
,main,skill_user,updated_at,5,datetime,NULL,NULL,NULL,NULL,NULL
,main,skills,id,1,integer,NULL,NULL,NULL,NULL,NULL
,main,skills,id,1,integer,NULL,PRIMARY KEY,NULL,NULL,NULL
,main,skills,name,2,varchar,NULL,NULL,NULL,NULL,NULL
,main,skills,name,2,varchar,NULL,UNIQUE,NULL,NULL,NULL
,main,skills,created_at,3,datetime,NULL,NULL,NULL,NULL,NULL
,main,skills,updated_at,4,datetime,NULL,NULL,NULL,NULL,NULL
,main,skills,source,5,varchar,NULL,NULL,NULL,NULL,NULL
,main,skills,promoted_at,6,datetime,NULL,NULL,NULL,NULL,NULL
,main,transactions,id,1,integer,NULL,NULL,NULL,NULL,NULL
,main,transactions,id,1,integer,NULL,PRIMARY KEY,NULL,NULL,NULL
,main,transactions,project_id,2,integer,NULL,NULL,NULL,NULL,NULL
,main,transactions,project_id,2,integer,NULL,FOREIGN KEY,main,projects,id
,main,transactions,payer_id,3,integer,NULL,NULL,NULL,NULL,NULL
,main,transactions,payer_id,3,integer,NULL,FOREIGN KEY,main,users,id
,main,transactions,payee_id,4,integer,NULL,NULL,NULL,NULL,NULL
,main,transactions,payee_id,4,integer,NULL,FOREIGN KEY,main,users,id
,main,transactions,amount,5,numeric,NULL,NULL,NULL,NULL,NULL
,main,transactions,platform_fee,6,numeric,NULL,NULL,NULL,NULL,NULL
,main,transactions,net_amount,7,numeric,NULL,NULL,NULL,NULL,NULL
,main,transactions,type,8,varchar,NULL,NULL,NULL,NULL,NULL
,main,transactions,status,9,varchar,NULL,NULL,NULL,NULL,NULL
,main,transactions,stripe_payment_intent_id,10,varchar,NULL,NULL,NULL,NULL,NULL
,main,transactions,stripe_charge_id,11,varchar,NULL,NULL,NULL,NULL,NULL
,main,transactions,description,12,text,NULL,NULL,NULL,NULL,NULL
,main,transactions,metadata,13,text,NULL,NULL,NULL,NULL,NULL
,main,transactions,processed_at,14,datetime,NULL,NULL,NULL,NULL,NULL
,main,transactions,created_at,15,datetime,NULL,NULL,NULL,NULL,NULL
,main,transactions,updated_at,16,datetime,NULL,NULL,NULL,NULL,NULL
,main,user_behavior_analytics,id,1,integer,NULL,NULL,NULL,NULL,NULL
,main,user_behavior_analytics,id,1,integer,NULL,PRIMARY KEY,NULL,NULL,NULL
,main,user_behavior_analytics,user_id,2,integer,NULL,NULL,NULL,NULL,NULL
,main,user_behavior_analytics,user_id,2,integer,NULL,FOREIGN KEY,main,users,id
,main,user_behavior_analytics,session_id,3,varchar,NULL,NULL,NULL,NULL,NULL
,main,user_behavior_analytics,action_type,4,varchar,NULL,NULL,NULL,NULL,NULL
,main,user_behavior_analytics,behavior_data,5,text,NULL,NULL,NULL,NULL,NULL
,main,user_behavior_analytics,ip_address,6,varchar,NULL,NULL,NULL,NULL,NULL
,main,user_behavior_analytics,user_agent,7,text,NULL,NULL,NULL,NULL,NULL
,main,user_behavior_analytics,device_fingerprint,8,text,NULL,NULL,NULL,NULL,NULL
,main,user_behavior_analytics,risk_score,9,numeric,NULL,NULL,NULL,NULL,NULL
,main,user_behavior_analytics,risk_factors,10,text,NULL,NULL,NULL,NULL,NULL
,main,user_behavior_analytics,flagged,11,tinyint,1,NULL,NULL,NULL,NULL
,main,user_behavior_analytics,analyzed_at,12,datetime,NULL,NULL,NULL,NULL,NULL
,main,user_behavior_analytics,created_at,13,datetime,NULL,NULL,NULL,NULL,NULL
,main,user_behavior_analytics,updated_at,14,datetime,NULL,NULL,NULL,NULL,NULL
,main,user_profiles,id,1,integer,NULL,NULL,NULL,NULL,NULL
,main,user_profiles,id,1,integer,NULL,PRIMARY KEY,NULL,NULL,NULL
,main,user_profiles,user_id,2,integer,NULL,NULL,NULL,NULL,NULL
,main,user_profiles,user_id,2,integer,NULL,FOREIGN KEY,main,users,id
,main,user_profiles,completeness_score,3,integer,NULL,NULL,NULL,NULL,NULL
,main,user_profiles,activity_score_30d,4,integer,NULL,NULL,NULL,NULL,NULL
,main,user_profiles,intent_score,5,integer,NULL,NULL,NULL,NULL,NULL
,main,user_profiles,traits,6,text,NULL,NULL,NULL,NULL,NULL
,main,user_profiles,segments,7,text,NULL,NULL,NULL,NULL,NULL
,main,user_profiles,computed_at,8,datetime,NULL,NULL,NULL,NULL,NULL
,main,user_profiles,created_at,9,datetime,NULL,NULL,NULL,NULL,NULL
,main,user_profiles,updated_at,10,datetime,NULL,NULL,NULL,NULL,NULL
,main,user_typing_patterns,id,1,integer,NULL,NULL,NULL,NULL,NULL
,main,user_typing_patterns,id,1,integer,NULL,PRIMARY KEY,NULL,NULL,NULL
,main,user_typing_patterns,user_id,2,integer,NULL,NULL,NULL,NULL,NULL
,main,user_typing_patterns,user_id,2,integer,NULL,UNIQUE,NULL,NULL,NULL
,main,user_typing_patterns,user_id,2,integer,NULL,FOREIGN KEY,main,users,id
,main,user_typing_patterns,avg_typing_speed,3,integer,NULL,NULL,NULL,NULL,NULL
,main,user_typing_patterns,keystroke_dynamics,4,text,NULL,NULL,NULL,NULL,NULL
,main,user_typing_patterns,pause_patterns,5,text,NULL,NULL,NULL,NULL,NULL
,main,user_typing_patterns,common_typos,6,text,NULL,NULL,NULL,NULL,NULL
,main,user_typing_patterns,device_type,7,varchar,NULL,NULL,NULL,NULL,NULL
,main,user_typing_patterns,device_type,7,varchar,NULL,UNIQUE,NULL,NULL,NULL
,main,user_typing_patterns,sample_count,8,integer,NULL,NULL,NULL,NULL,NULL
,main,user_typing_patterns,last_updated,9,datetime,NULL,NULL,NULL,NULL,NULL
,main,user_typing_patterns,created_at,10,datetime,NULL,NULL,NULL,NULL,NULL
,main,user_typing_patterns,updated_at,11,datetime,NULL,NULL,NULL,NULL,NULL
,main,user_verifications,id,1,integer,NULL,NULL,NULL,NULL,NULL
,main,user_verifications,id,1,integer,NULL,PRIMARY KEY,NULL,NULL,NULL
,main,user_verifications,user_id,2,integer,NULL,NULL,NULL,NULL,NULL
,main,user_verifications,user_id,2,integer,NULL,UNIQUE,NULL,NULL,NULL
,main,user_verifications,user_id,2,integer,NULL,FOREIGN KEY,main,users,id
,main,user_verifications,verification_type,3,varchar,NULL,NULL,NULL,NULL,NULL
,main,user_verifications,verification_type,3,varchar,NULL,UNIQUE,NULL,NULL,NULL
,main,user_verifications,status,4,varchar,NULL,NULL,NULL,NULL,NULL
,main,user_verifications,verification_data,5,text,NULL,NULL,NULL,NULL,NULL
,main,user_verifications,verification_result,6,text,NULL,NULL,NULL,NULL,NULL
,main,user_verifications,confidence_score,7,numeric,NULL,NULL,NULL,NULL,NULL
,main,user_verifications,notes,8,text,NULL,NULL,NULL,NULL,NULL
,main,user_verifications,verified_by,9,varchar,NULL,NULL,NULL,NULL,NULL
,main,user_verifications,verified_at,10,datetime,NULL,NULL,NULL,NULL,NULL
,main,user_verifications,expires_at,11,datetime,NULL,NULL,NULL,NULL,NULL
,main,user_verifications,created_at,12,datetime,NULL,NULL,NULL,NULL,NULL
,main,user_verifications,updated_at,13,datetime,NULL,NULL,NULL,NULL,NULL
,main,users,id,1,integer,NULL,NULL,NULL,NULL,NULL
,main,users,id,1,integer,NULL,PRIMARY KEY,NULL,NULL,NULL
,main,users,first_name,2,varchar,NULL,NULL,NULL,NULL,NULL
,main,users,last_name,3,varchar,NULL,NULL,NULL,NULL,NULL
,main,users,email,4,varchar,NULL,NULL,NULL,NULL,NULL
